episode,category,puzzle_front,puzzle_back
https://ocdb.cc/episode/scribes-v-draughtsmen/,Things that good children do,RSP CTT HRL DRS,RESPECT THEIR ELDERS
https://ocdb.cc/episode/scribes-v-draughtsmen/,Things that good children do,TT HRGR NS,EAT THEIR GREENS
https://ocdb.cc/episode/scribes-v-draughtsmen/,Wooden objects and their traditional wood,CRC KTB TNDW LLW,CRICKET BAT AND WILLOW
https://ocdb.cc/episode/scribes-v-draughtsmen/,Wooden objects and their traditional wood,LC T RCC HRN DK,ELECTRIC CHAIR AND OAK
https://ocdb.cc/episode/scribes-v-draughtsmen/,Wooden objects and their traditional wood,TT MP LNDC DR,TOTEM POLE AND CEDAR
https://ocdb.cc/episode/scribes-v-draughtsmen/,Wooden objects and their traditional wood,L NG BWN DYW,LONGBOW AND YEW
https://ocdb.cc/episode/scribes-v-draughtsmen/,Three consecutive months,DC MB RJN RYF BRR Y,"DECEMBER, JANUARY, FEBRUARY"
https://ocdb.cc/episode/scribes-v-draughtsmen/,Three consecutive months,JNJ L TT,"JUIN, JUILLET, AOUT"
https://ocdb.cc/episode/scribes-v-draughtsmen/,Three consecutive months,PR RLM SS DRT HRMD R,"PRAIRIAL, MESSIDOR, THERMIDOR"
https://ocdb.cc/episode/scribes-v-draughtsmen/,Three consecutive months,MR ZBR LMY,"MARZO, ABRIL, MAYO"
https://ocdb.cc/episode/corpuscles-v-cat-lovers/,Sausages,CHP LT,CHIPOLATA
https://ocdb.cc/episode/corpuscles-v-cat-lovers/,Sausages,MR TDLL,MORTADELLA
https://ocdb.cc/episode/corpuscles-v-cat-lovers/,Sausages,PL NY,POLONY
https://ocdb.cc/episode/corpuscles-v-cat-lovers/,Sausages,LV RWR ST,LIVERWURST
https://ocdb.cc/episode/corpuscles-v-cat-lovers/,Films with colours in the title,D PB LS,DEEP BLUE SEA
https://ocdb.cc/episode/corpuscles-v-cat-lovers/,Films with colours in the title,THPR PLRS F CR,THE PURPLE ROSE OF CAIRO
https://ocdb.cc/episode/corpuscles-v-cat-lovers/,Films with colours in the title,CLC K WRKR NG,A CLOCKWORK ORANGE
https://ocdb.cc/episode/corpuscles-v-cat-lovers/,Films with colours in the title,SYLN T G RN,SOYLENT GREEN
https://ocdb.cc/episode/corpuscles-v-cat-lovers/,Countries that have gained independence since 1990,ST HSD N,SOUTH SUDAN
https://ocdb.cc/episode/corpuscles-v-cat-lovers/,Countries that have gained independence since 1990,RTR,ERITREA
https://ocdb.cc/episode/corpuscles-v-cat-lovers/,Countries that have gained independence since 1990,RMN,ARMENIA
https://ocdb.cc/episode/corpuscles-v-cat-lovers/,Countries that have gained independence since 1990,STT MR,EAST TIMOR
https://ocdb.cc/episode/cartophiles-v-celts/,Nuts and seeds,M CDM,MACADEMIA
https://ocdb.cc/episode/cartophiles-v-celts/,Nuts and seeds,FLB RT,FILBERT
https://ocdb.cc/episode/cartophiles-v-celts/,Nuts and seeds,CCD MR,COCO DE MER
https://ocdb.cc/episode/cartophiles-v-celts/,Nuts and seeds,PNKR NL,PINE KERNEL
https://ocdb.cc/episode/cartophiles-v-celts/,Films starring Audrey Hepburn,M YFRL DY,MY FAIR LADY
https://ocdb.cc/episode/cartophiles-v-celts/,Films starring Audrey Hepburn,FN NYF C,FUNNY FACE
https://ocdb.cc/episode/cartophiles-v-celts/,Films starring Audrey Hepburn,S BRN,SABRINA
https://ocdb.cc/episode/cartophiles-v-celts/,Films starring Audrey Hepburn,BR KFS TTT FF NYS,BREAKFAST AT TIFFANYS
https://ocdb.cc/episode/cartophiles-v-celts/,10-letter occupations,G MKP R,GAMEKEEPER
https://ocdb.cc/episode/cartophiles-v-celts/,10-letter occupations,NGT TR,NEGOTIATOR
https://ocdb.cc/episode/cartophiles-v-celts/,10-letter occupations,CT NR,AUCTIONEER
https://ocdb.cc/episode/cartophiles-v-celts/,10-letter occupations,MN CRST,MANICURIST
https://ocdb.cc/episode/cartophiles-v-celts/,Poisonous substances,HML CK,HEMLOCK
https://ocdb.cc/episode/cartophiles-v-celts/,Poisonous substances,MS TR DGS,MUSTARD GAS
https://ocdb.cc/episode/cartophiles-v-celts/,Poisonous substances,G NTRN G,AGENT ORANGE
https://ocdb.cc/episode/cartophiles-v-celts/,Poisonous substances,CR BN MNXD,CARBON MONOXIDE
https://ocdb.cc/episode/cartophiles-v-celts/,Religious movements,H GNTS,HUGUENOTS
https://ocdb.cc/episode/cartophiles-v-celts/,Religious movements,LT TR DYS NTS,LATTER-DAY SAINTS
https://ocdb.cc/episode/francophiles-v-festival-fans/,Seats,BN QTT,BANQUETTE
https://ocdb.cc/episode/francophiles-v-festival-fans/,Seats,CH SLN G,CHAISE LONGUE
https://ocdb.cc/episode/francophiles-v-festival-fans/,Seats,PFF,POUFFE
https://ocdb.cc/episode/francophiles-v-festival-fans/,Seats,PLLN,PILLION
https://ocdb.cc/episode/francophiles-v-festival-fans/,Female tennis players,MR TNH NGS,MARTINA HINGIS
https://ocdb.cc/episode/francophiles-v-festival-fans/,Female tennis players,MLMR SM,AMELIE MAURESMO
https://ocdb.cc/episode/francophiles-v-festival-fans/,Female tennis players,LN,LI NA
https://ocdb.cc/episode/francophiles-v-festival-fans/,Female tennis players,L RRB SN,LAURA ROBSON
https://ocdb.cc/episode/francophiles-v-festival-fans/,Top 20 Great British Designs,C TSY,CAT&#039;S-EYE
https://ocdb.cc/episode/francophiles-v-festival-fans/,Top 20 Great British Designs,LND NND RGR NDMP,LONDON UNDERGROUND MAP
https://ocdb.cc/episode/francophiles-v-festival-fans/,Top 20 Great British Designs,T YPJ GR,E-TYPE JAGUAR
https://ocdb.cc/episode/francophiles-v-festival-fans/,Top 20 Great British Designs,NG LPSL MP,ANGLEPOISE LAMP
https://ocdb.cc/episode/francophiles-v-festival-fans/,Films featuring nuns,SST RCT,SISTER ACT
https://ocdb.cc/episode/francophiles-v-festival-fans/,Films featuring nuns,DBT,DOUBT
https://ocdb.cc/episode/francophiles-v-festival-fans/,Films featuring nuns,GNS FGD,AGNES OF GOD
https://ocdb.cc/episode/francophiles-v-festival-fans/,Films featuring nuns,THS ND FMSC,THE SOUND OF MUSIC
https://ocdb.cc/episode/general-practitioners-v-fell-walkers/,Life&#039;s work,C NN,CANON
https://ocdb.cc/episode/general-practitioners-v-fell-walkers/,Life&#039;s work,PR TFL,PORTFOLIO
https://ocdb.cc/episode/general-practitioners-v-fell-walkers/,Life&#039;s work,VR,OEUVRE
https://ocdb.cc/episode/general-practitioners-v-fell-walkers/,Life&#039;s work,FL MGR PHY,FILMOGRAPHY
https://ocdb.cc/episode/general-practitioners-v-fell-walkers/,Water sports,W TRPL,WATER POLO
https://ocdb.cc/episode/general-practitioners-v-fell-walkers/,Water sports,CNNG,CANOEING
https://ocdb.cc/episode/general-practitioners-v-fell-walkers/,Water sports,PW RB TR CNG,POWERBOAT RACING
https://ocdb.cc/episode/general-practitioners-v-fell-walkers/,Water sports,KTB RD NG,KITEBOARDING
https://ocdb.cc/episode/general-practitioners-v-fell-walkers/,Villains in animation,CRL LDVL,CRUELLA DE VIL
https://ocdb.cc/episode/general-practitioners-v-fell-walkers/,Villains in animation,GRG ML,GARGAMEL
https://ocdb.cc/episode/general-practitioners-v-fell-walkers/,Villains in animation,LRDF RQD,LORD FARQUAAD
https://ocdb.cc/episode/general-practitioners-v-fell-walkers/,Villains in animation,DCKD STRDL Y,DICK DASTARDLY
https://ocdb.cc/episode/general-practitioners-v-fell-walkers/,Weather phenomena,TR ND,TORNADO
https://ocdb.cc/episode/general-practitioners-v-fell-walkers/,Weather phenomena,S QLL,SQUALL
https://ocdb.cc/episode/general-practitioners-v-fell-walkers/,Weather phenomena,SH TL GHTN NG,SHEET LIGHTNING
https://ocdb.cc/episode/general-practitioners-v-fell-walkers/,Weather phenomena,DS TD VL,DUST DEVIL
https://ocdb.cc/episode/general-practitioners-v-fell-walkers/,Prepositions,NR,NEAR
https://ocdb.cc/episode/general-practitioners-v-fell-walkers/,Prepositions,LN GSD,ALONGSIDE
https://ocdb.cc/episode/general-practitioners-v-fell-walkers/,Prepositions,TW TH,OUTWITH
https://ocdb.cc/episode/corpuscles-v-cartophiles/,Resins,F RNK NCN S,FRANKINCENSE
https://ocdb.cc/episode/corpuscles-v-cartophiles/,Resins,M STC,MASTIC
https://ocdb.cc/episode/corpuscles-v-cartophiles/,Resins,G MBG,GAMBOGE
https://ocdb.cc/episode/corpuscles-v-cartophiles/,Resins,MBR,AMBER
https://ocdb.cc/episode/corpuscles-v-cartophiles/,French actresses,CT HRN DNV,CATHERINE DENEUVE
https://ocdb.cc/episode/corpuscles-v-cartophiles/,French actresses,JLT TBN CH,JUILETTE BINOCHE
https://ocdb.cc/episode/corpuscles-v-cartophiles/,French actresses,DRY TT,AUDREY TAUTOU
https://ocdb.cc/episode/corpuscles-v-cartophiles/,French actresses,BRG TTB RDT,BRIGITTE BARDOT
https://ocdb.cc/episode/corpuscles-v-cartophiles/,George Gershwin compositions,R HPS DY NBL,RHAPSODY IN BLUE
https://ocdb.cc/episode/corpuscles-v-cartophiles/,George Gershwin compositions,SWN,SWANEE
https://ocdb.cc/episode/corpuscles-v-cartophiles/,George Gershwin compositions,MB RC BLY,EMBRACEABLE YOU
https://ocdb.cc/episode/corpuscles-v-cartophiles/,George Gershwin compositions,NMRC NN PRS,AN AMERICAN IN PARIS
https://ocdb.cc/episode/corpuscles-v-cartophiles/,Methods of random selection,CNTS SNG,COIN TOSSING
https://ocdb.cc/episode/corpuscles-v-cartophiles/,Methods of random selection,DD SN DVNS,ODDS AND EVENS
https://ocdb.cc/episode/corpuscles-v-cartophiles/,Methods of random selection,NYM NYM NYM,EENY MEENY MINY MOE
https://ocdb.cc/episode/corpuscles-v-cartophiles/,Methods of random selection,SC SSRSP PRSTN,SCISSORS-PAPER-STONE
https://ocdb.cc/episode/corpuscles-v-cartophiles/,Tiebreaker,SLN GNDT HN KSF RLL THFS H,SO LONG AND THANKS FOR ALL THE FISH
https://ocdb.cc/episode/general-practitioners-v-festival-fans/,Had UK Number One hits in the 1950s,JR RYLLW S,JERRY LEE LEWIS
https://ocdb.cc/episode/general-practitioners-v-festival-fans/,Had UK Number One hits in the 1950s,LM RTN,AL MARTINO
https://ocdb.cc/episode/general-practitioners-v-festival-fans/,Had UK Number One hits in the 1950s,PLN K,PAUL ANKA
https://ocdb.cc/episode/general-practitioners-v-festival-fans/,Had UK Number One hits in the 1950s,BLLH LYN DHSC MTS,BILL HALEY AND HIS COMETS
https://ocdb.cc/episode/general-practitioners-v-festival-fans/,Triangular things,STS QR,SET SQUARE
https://ocdb.cc/episode/general-practitioners-v-festival-fans/,Triangular things,RDW RNN GSGN,ROAD WARNING SIGN
https://ocdb.cc/episode/general-practitioners-v-festival-fans/,Triangular things,MRRSH,MR RUSH
https://ocdb.cc/episode/general-practitioners-v-festival-fans/,Triangular things,SMS,SAMOSA
https://ocdb.cc/episode/general-practitioners-v-festival-fans/,Fictional Johns,T RZN,TARZAN
https://ocdb.cc/episode/general-practitioners-v-festival-fans/,Fictional Johns,THL NR NGR,THE LONE RANGER
https://ocdb.cc/episode/general-practitioners-v-festival-fans/,Fictional Johns,DC TRW TSN,DOCTOR WATSON
https://ocdb.cc/episode/general-practitioners-v-festival-fans/,Fictional Johns,RMB,RAMBO
https://ocdb.cc/episode/general-practitioners-v-festival-fans/,Varieties of tea,GN PW DR,GUNPOWDER
https://ocdb.cc/episode/general-practitioners-v-festival-fans/,Varieties of tea,LPSN GSCHNG,LAPSANG SOUCHONG
https://ocdb.cc/episode/general-practitioners-v-festival-fans/,Varieties of tea,RN GPK,ORANGE PEKOE
https://ocdb.cc/episode/general-practitioners-v-festival-fans/,Varieties of tea,SSM,ASSAM
https://ocdb.cc/episode/general-practitioners-v-festival-fans/,One-word Best Picture Oscar winners,NFRGVN,UNFORGIVEN
https://ocdb.cc/episode/general-practitioners-v-festival-fans/,One-word Best Picture Oscar winners,MDS,AMADEUS
https://ocdb.cc/episode/celts-v-cat-lovers/,Extinct birds,DD,DODO
https://ocdb.cc/episode/celts-v-cat-lovers/,Extinct birds,PS SN GRP GN,PASSENGER PIGEON
https://ocdb.cc/episode/celts-v-cat-lovers/,Extinct birds,M,MOA
https://ocdb.cc/episode/celts-v-cat-lovers/,Extinct birds,GRTK,GREAT AUK
https://ocdb.cc/episode/celts-v-cat-lovers/,Bands overlapped with authors,S TLYD NB RWN,STEELY DAN BROWN
https://ocdb.cc/episode/celts-v-cat-lovers/,Bands overlapped with authors,R GH TSDF RDR C KFRSY TH,RIGHT SAID FREDERICK FORSYTH
https://ocdb.cc/episode/celts-v-cat-lovers/,Bands overlapped with authors,LL BT VLYNW GH,ALL ABOUT EVELYN WAUGH
https://ocdb.cc/episode/celts-v-cat-lovers/,Bands overlapped with authors,RMF RSTR,R.E.M. FORSTER
https://ocdb.cc/episode/celts-v-cat-lovers/,Supposed cures for hiccups,HLDY RBR TH,HOLD YOUR BREATH
https://ocdb.cc/episode/celts-v-cat-lovers/,Supposed cures for hiccups,GTF RGH T,GET A FRIGHT
https://ocdb.cc/episode/celts-v-cat-lovers/,Supposed cures for hiccups,BTL MN,BITE A LEMON
https://ocdb.cc/episode/francophiles-v-fell-walkers/,Presidents of Footlights,SPR KNS,SUE PERKINS
https://ocdb.cc/episode/francophiles-v-fell-walkers/,Presidents of Footlights,RCD L,ERIC IDLE
https://ocdb.cc/episode/francophiles-v-fell-walkers/,Presidents of Footlights,RC HR DYD,RICHARD AYOADE
https://ocdb.cc/episode/francophiles-v-fell-walkers/,Presidents of Footlights,DV DMT CHLL,DAVID MITCHELL
https://ocdb.cc/episode/francophiles-v-fell-walkers/,Things a publican might say,TMGN TLMNP LS,"TIME, GENTLEMEN PLEASE!"
https://ocdb.cc/episode/francophiles-v-fell-walkers/,Things a publican might say,PN TFT HSL,PINT OF THE USUAL?
https://ocdb.cc/episode/francophiles-v-fell-walkers/,Things a publican might say,CN DSL C,ICE AND A SLICE?
https://ocdb.cc/episode/francophiles-v-fell-walkers/,Things a publican might say,YRB RRD,YOU&#039;RE BARRED
https://ocdb.cc/episode/francophiles-v-fell-walkers/,Former Spanish colonies,GTML,GUATEMALA
https://ocdb.cc/episode/francophiles-v-fell-walkers/,Former Spanish colonies,FDR TDST TSFMC RNS,FEDERATED STATES OF MICRONESIA
https://ocdb.cc/episode/francophiles-v-fell-walkers/,Former Spanish colonies,QTR LGN,EQUATORIAL GUINEA
https://ocdb.cc/episode/francophiles-v-fell-walkers/,Former Spanish colonies,F LRD,FLORIDA
https://ocdb.cc/episode/francophiles-v-fell-walkers/,Fashion tropes,LTT LBL CKD RSS,LITTLE BLACK DRESS
https://ocdb.cc/episode/francophiles-v-fell-walkers/,Fashion tropes,PL NWH TT,PLAIN WHITE TEE
https://ocdb.cc/episode/francophiles-v-fell-walkers/,Fashion tropes,SC THT,ASCOT HAT
https://ocdb.cc/episode/festival-fans-v-cat-lovers/,Food additives,MNSD MGLT MT,MONOSODIUM GLUTAMATE
https://ocdb.cc/episode/festival-fans-v-cat-lovers/,Food additives,X NTH NGM,XANTHUN GUM
https://ocdb.cc/episode/festival-fans-v-cat-lovers/,Food additives,PTS SMBN ZT,POTASSIUM BENZOATE
https://ocdb.cc/episode/festival-fans-v-cat-lovers/,Food additives,CRM L,CARAMEL
https://ocdb.cc/episode/festival-fans-v-cat-lovers/,They lived to be 100,RVN GBR LN,IRVING BERLIN
https://ocdb.cc/episode/festival-fans-v-cat-lovers/,They lived to be 100,LR DD NNN G,LORD DENNING
https://ocdb.cc/episode/festival-fans-v-cat-lovers/,They lived to be 100,LN RFN ST HL,LENI RIEFENSTAHL
https://ocdb.cc/episode/festival-fans-v-cat-lovers/,They lived to be 100,THQ NMT HR,THE QUEEN MOTHER
https://ocdb.cc/episode/festival-fans-v-cat-lovers/,Alternative medicine treatments,NT RPT HY,NATUROPATHY
https://ocdb.cc/episode/festival-fans-v-cat-lovers/,Alternative medicine treatments,RMT HRPY,AROMATHERAPY
https://ocdb.cc/episode/festival-fans-v-cat-lovers/,Alternative medicine treatments,CPNC TR,ACUPUNCTURE
https://ocdb.cc/episode/festival-fans-v-cat-lovers/,Alternative medicine treatments,RC NDL NG,EAR CANDLING
https://ocdb.cc/episode/festival-fans-v-cat-lovers/,Films with courtroom scenes,FWG DMN,A FEW GOOD MEN
https://ocdb.cc/episode/festival-fans-v-cat-lovers/,Films with courtroom scenes,DC KS P,DUCK SOUP
https://ocdb.cc/episode/festival-fans-v-cat-lovers/,Films with courtroom scenes,NH RTT HWND,INHERIT THE WIND
https://ocdb.cc/episode/festival-fans-v-cat-lovers/,Tiebreak,PR TNGS SCH SWTSR RW,PARTING IS SUCH SWEET SORROW
https://ocdb.cc/episode/cartophiles-v-fell-walkers/,Parlour games,WN KMR DR,WINK MURDER
https://ocdb.cc/episode/cartophiles-v-fell-walkers/,Parlour games,SXD GRSF KVNB CN,SIX DEGREES OF KEVIN BACON
https://ocdb.cc/episode/cartophiles-v-fell-walkers/,Parlour games,RYT HRM RRTY,ARE YOU THERE MORIARTY?
https://ocdb.cc/episode/cartophiles-v-fell-walkers/,Parlour games,C HRDS,CHARADES
https://ocdb.cc/episode/cartophiles-v-fell-walkers/,They usually happen on Thursdays,MR CNT HN K SGV NG,AMERICAN THANKSGIVING
https://ocdb.cc/episode/cartophiles-v-fell-walkers/,They usually happen on Thursdays,KG NRLL CTNS,UK GENERAL ELECTIONS
https://ocdb.cc/episode/cartophiles-v-fell-walkers/,They usually happen on Thursdays,DSTR B TNFM ND YMNY,DISTRIBUTION OF MAUNDY MONEY
https://ocdb.cc/episode/cartophiles-v-fell-walkers/,They usually happen on Thursdays,RL SFLV LRS LTS,RELEASE OF A-LEVEL RESULTS
https://ocdb.cc/episode/cartophiles-v-fell-walkers/,Locations of James Bond&#039;s romantic encounters,SW MMN GPL,SWIMMING POOL
https://ocdb.cc/episode/cartophiles-v-fell-walkers/,Locations of James Bond&#039;s romantic encounters,F RR SWHL,FERRIS WHEEL
https://ocdb.cc/episode/cartophiles-v-fell-walkers/,Locations of James Bond&#039;s romantic encounters,CB RG SB MRN,ICEBERG SUBMARINE
https://ocdb.cc/episode/cartophiles-v-fell-walkers/,Locations of James Bond&#039;s romantic encounters,ND RPR CHT,UNDER A PARACHUTE
https://ocdb.cc/episode/celts-v-festival-fans/,Provinces of South Africa,S TRNC P,EASTERN CAPE
https://ocdb.cc/episode/celts-v-festival-fans/,Provinces of South Africa,LMPP,LIMPOPO
https://ocdb.cc/episode/celts-v-festival-fans/,Provinces of South Africa,FRS TT,FREE STATE
https://ocdb.cc/episode/celts-v-festival-fans/,Provinces of South Africa,KWZ LN TL,KWAZULU-NATAL
https://ocdb.cc/episode/celts-v-festival-fans/,Schools of thought,STCS M,STOICISM
https://ocdb.cc/episode/celts-v-festival-fans/,Schools of thought,MPR CSM,EMPIRICISM
https://ocdb.cc/episode/celts-v-festival-fans/,Schools of thought,PCR NSM,EPICUREANISM
https://ocdb.cc/episode/celts-v-festival-fans/,Schools of thought,RMNT CSM,ROMANTICISM
https://ocdb.cc/episode/celts-v-festival-fans/,Things people say when breaking up,TSN TY TSM,"IT&#039;S NOT YOU, IT&#039;S ME"
https://ocdb.cc/episode/celts-v-festival-fans/,Things people say when breaking up,WSH LDSTH RPPL,WE SHOULD SEE OTHER PEOPLE
https://ocdb.cc/episode/celts-v-festival-fans/,Things people say when breaking up,NDS M SPC,I NEED SOME SPACE
https://ocdb.cc/episode/celts-v-festival-fans/,Things people say when breaking up,DNTLV YN YMR,I DON&#039;T LOVE YOU ANYMORE
https://ocdb.cc/episode/francophiles-v-cartophiles/,Film crew professions,HRSW RNGLR,HORSE WRANGLER
https://ocdb.cc/episode/francophiles-v-cartophiles/,Film crew professions,BMP RTR,BOOM OPERATOR
https://ocdb.cc/episode/francophiles-v-cartophiles/,Film crew professions,NTPB LCST,UNIT PUBLICIST
https://ocdb.cc/episode/francophiles-v-cartophiles/,Film crew professions,BDYD BL,BODY DOUBLE
https://ocdb.cc/episode/francophiles-v-cartophiles/,Political factions,MLT NTT NDN CY,MILITANT TENDENCY
https://ocdb.cc/episode/francophiles-v-cartophiles/,Political factions,RS CP TCS,EUROSCEPTICS
https://ocdb.cc/episode/francophiles-v-cartophiles/,Political factions,TRG HTL BRT RNS,OUTRIGHT LIBERTARIANS
https://ocdb.cc/episode/francophiles-v-cartophiles/,Political factions,TH TPR TY,THE TEA PARTY
https://ocdb.cc/episode/francophiles-v-cartophiles/,Scottish inventors and their inventions,J HNLG BR DNDT LVSN,JOHN LOGIE BAIRD AND TELEVISION
https://ocdb.cc/episode/francophiles-v-cartophiles/,Scottish inventors and their inventions,JM SDWRN DV CMFLS K,JAMES DEWAR AND VACUUM FLASK
https://ocdb.cc/episode/francophiles-v-cartophiles/,Scottish inventors and their inventions,JHNN PRNDL GRT HMS,JOHN NAPIER AND LOGARITHMS
https://ocdb.cc/episode/francophiles-v-cartophiles/,Scottish inventors and their inventions,RBR TWTSN WTTN DRDR,ROBERT WATSON-WATT AND RADAR
https://ocdb.cc/episode/francophiles-v-cartophiles/,Opposites in German,JN DNN,JA UND NEIN
https://ocdb.cc/episode/francophiles-v-cartophiles/,Opposites in German,HßNDK LT,HEIß UND KALT
https://ocdb.cc/episode/francophiles-v-celts/,Supposed hangover cures,HR FTHD G,HAIR OF THE DOG
https://ocdb.cc/episode/francophiles-v-celts/,Supposed hangover cures,PRRY STR,PRAIRIE OYSTER
https://ocdb.cc/episode/francophiles-v-celts/,Supposed hangover cures,R WWLS GGS,RAW OWL&#039;S EGGS
https://ocdb.cc/episode/francophiles-v-celts/,Supposed hangover cures,BCNSNDW CH,BACON SANDWICH
https://ocdb.cc/episode/francophiles-v-celts/,X and Y make Z,R DN DBLM KPRP L,RED AND BLUE MAKE PURPLE
https://ocdb.cc/episode/francophiles-v-celts/,X and Y make Z,SD MN DCHL RN MKSLT,SODIUM AND CHLORINE MAKES SALT
https://ocdb.cc/episode/francophiles-v-celts/,X and Y make Z,RSR SND TRD SMK STRS,RISERS AND TREADS MAKE STAIRS
https://ocdb.cc/episode/francophiles-v-celts/,X and Y make Z,JH NN DD WRD MKJ DWR D,JOHN AND EDWARD MAKE JEDWARD
https://ocdb.cc/episode/francophiles-v-celts/,Works by Scandinavian authors,THGR LW THTH DRG NTTT,THE GIRL WITH THE DRAGON TATTOO
https://ocdb.cc/episode/francophiles-v-celts/,Works by Scandinavian authors,DL LSHS,A DOLL&#039;S HOUSE
https://ocdb.cc/episode/francophiles-v-celts/,Works by Scandinavian authors,THRD BR ST,THE REDBREAST
https://ocdb.cc/episode/francophiles-v-celts/,Works by Scandinavian authors,THG LYDC KLN G,THE UGLY DUCKLING
https://ocdb.cc/episode/francophiles-v-celts/,U terms and their non-U equivalents,DRWN GRM NDL NG,DRAWING ROOM AND LOUNGE
https://ocdb.cc/episode/francophiles-v-celts/,U terms and their non-U equivalents,LK NGG LSS NDM RRR,LOOKING GLASS AND MIRROR
https://ocdb.cc/episode/francophiles-v-celts/,U terms and their non-U equivalents,LV TR YN DT LT,LAVATORY AND TOILET
https://ocdb.cc/episode/francophiles-v-celts/,U terms and their non-U equivalents,NPK NNDS RVTT,NAPKIN AND SERVIETTE
https://ocdb.cc/episode/lasletts-v-pilots/,Sporting knights and dames,S RN BTH M,SIR IAN BOTHAM
https://ocdb.cc/episode/lasletts-v-pilots/,Sporting knights and dames,DML LNM CRT HR,DAME ELLEN MACARTHUR
https://ocdb.cc/episode/lasletts-v-pilots/,Sporting knights and dames,SRB NN SL,SIR BEN AINSLIE
https://ocdb.cc/episode/lasletts-v-pilots/,Sporting knights and dames,SRN CKFL D,SIR NICK FALDO
https://ocdb.cc/episode/lasletts-v-pilots/,US States,DH,IDAHO
https://ocdb.cc/episode/lasletts-v-pilots/,US States,H,OHIO
https://ocdb.cc/episode/lasletts-v-pilots/,US States,W,IOWA
https://ocdb.cc/episode/lasletts-v-pilots/,US States,HW,HAWAII
https://ocdb.cc/episode/lasletts-v-pilots/,1-word compositions and their composer,FNL ND NDS BLS,FINLANDIA AND SIBELIUS
https://ocdb.cc/episode/lasletts-v-pilots/,1-word compositions and their composer,LJ HNDM ND LS SHN,ELIJAH AND MENDELSSOHN
https://ocdb.cc/episode/lasletts-v-pilots/,1-word compositions and their composer,RDND CPL ND,RODEO AND COPLAND
https://ocdb.cc/episode/globetrotters-v-board-gamers/,Irish novelists,CCL HRN,CECELIA AHERNE
https://ocdb.cc/episode/globetrotters-v-board-gamers/,Irish novelists,NCL FR,EOIN COLFER
https://ocdb.cc/episode/globetrotters-v-board-gamers/,Irish novelists,JM SJ YC,JAMES JOYCE
https://ocdb.cc/episode/globetrotters-v-board-gamers/,Irish novelists,BR MS TKR,BRAM STOKER
https://ocdb.cc/episode/globetrotters-v-board-gamers/,Ranks in the British forces,FFC RC DT,OFFICER CADET
https://ocdb.cc/episode/globetrotters-v-board-gamers/,Ranks in the British forces,CLRS RG NT,COLOUR SERGEANT
https://ocdb.cc/episode/globetrotters-v-board-gamers/,Ranks in the British forces,DRML FTH FLT,ADMIRAL OF THE FLEET
https://ocdb.cc/episode/globetrotters-v-board-gamers/,Ranks in the British forces,RVCM RS HL,AIR VICE-MARSHAL
https://ocdb.cc/episode/globetrotters-v-board-gamers/,Phrases used in letting adverts,LLM DCNS,ALL MOD-CONS
https://ocdb.cc/episode/globetrotters-v-board-gamers/,Phrases used in letting adverts,GSC NT RLH TNG,GAS CENTRAL HEATING
https://ocdb.cc/episode/globetrotters-v-board-gamers/,Phrases used in letting adverts,NCL SVF BLLS,INCLUSIVE OF BILLS
https://ocdb.cc/episode/globetrotters-v-board-gamers/,Phrases used in letting adverts,FRN SHD FLT,FURNISHED FLAT
https://ocdb.cc/episode/globetrotters-v-board-gamers/,Sweet and savoury biscuits,BT HL VR,BATH OLIVER
https://ocdb.cc/episode/oenophiles-v-science-editors/,Types of accommodation,BC HL RPR TMNT,BACHELOR APARTMENT
https://ocdb.cc/episode/oenophiles-v-science-editors/,Types of accommodation,BRDN GHS,BOARDING HOUSE
https://ocdb.cc/episode/oenophiles-v-science-editors/,Types of accommodation,HC ND,HACIENDA
https://ocdb.cc/episode/oenophiles-v-science-editors/,Types of accommodation,MSN TT,MAISONETTE
https://ocdb.cc/episode/oenophiles-v-science-editors/,Lyrics from American Pie,DR VM YCH VYTTH LV,DROVE MY CHEVY TO THE LEVEE
https://ocdb.cc/episode/oenophiles-v-science-editors/,Lyrics from American Pie,BDN WS NT HDRS TP,BAD NEWS ON THE DOORSTEP
https://ocdb.cc/episode/oenophiles-v-science-editors/,Lyrics from American Pie,FTH BBL TLL SYS,IF THE BIBLE TELLS YOU SO
https://ocdb.cc/episode/oenophiles-v-science-editors/,Lyrics from American Pie,T HDYT HMSC DD,THE DAY THE MUSIC DIED
https://ocdb.cc/episode/oenophiles-v-science-editors/,Eminent biologists,SRLXN D RFL MNG,SIR ALEXANDER FLEMING
https://ocdb.cc/episode/oenophiles-v-science-editors/,Eminent biologists,RSL NDF R NKLN,ROSALIND FRANKLIN
https://ocdb.cc/episode/oenophiles-v-science-editors/,Eminent biologists,NTN VNL WNH K,ANTON VAN LEEUWENHOEK
https://ocdb.cc/episode/oenophiles-v-science-editors/,Eminent biologists,LSP STR,LOUIS PASTEUR
https://ocdb.cc/episode/oenophiles-v-science-editors/,Phrases seen on road signs,DLCR R GWY,DUAL CARRIAGEWAY
https://ocdb.cc/episode/press-gang-v-bakers/,Styles of cooking,FSN,FUSION
https://ocdb.cc/episode/press-gang-v-bakers/,Styles of cooking,N VLLC SN,NOUVELLE CUISINE
https://ocdb.cc/episode/press-gang-v-bakers/,Styles of cooking,MLC LRGS TRN MY,MOLECULAR GASTRONOMY
